ZIP,state_name,lat_avg,lng_avg,count_qualified,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_total,kw_total,yearly_sunlight_kwh_total,carbon_offset_metric_tons,existing_installs_count
48069,Michigan,42.47123493,-83.14382569,623,50.98199673,554,7737,2353,3300,5981,19925,4981.25,5429359.633,4276.333173,1
48070,Michigan,42.48325017,-83.16972708,1780,66.64170723,3233,26246,7815,10733,15426,63453,15863.25,1.71E+07,13503.414,8
48071,Michigan,42.50047212,-83.10304348,9668,81.36677327,35267,108064,66521,89844,752460,1052156,263039,2.96E+08,232786.4268,7
48072,Michigan,42.49810129,-83.1864225,4460,61.30584192,4611,39790,20448,28745,63310,156904,39226,4.30E+07,33874.52432,4
48073,Michigan,42.51936241,-83.16139907,9515,68.5963521,27989,116620,58739,81074,256682,541104,135276,1.49E+08,117407.1626,9
48074,Michigan,42.96093766,-82.56164598,386,74.6615087,2362,6657,3180,4205,10630,27034,6758.5,7391262.514,5821.58914,0
48075,Michigan,42.46278038,-83.22815808,4883,72.98953662,45044,106209,41623,61909,291377,546162,136540.5,1.51E+08,119122.0875,0
48076,Michigan,42.49946713,-83.22814766,6710,72.95064144,38979,114075,65940,95811,171857,486662,121665.5,1.33E+08,104753.9825,0
48079,Michigan,42.83672632,-82.50250509,59,78.66666667,450,1030,623,704,4168,6975,1743.75,1941571.258,1529.242146,0
48080,Michigan,42.46367358,-82.90125323,8094,82.90484482,36359,122497,70859,64652,162851,457218,114304.5,1.26E+08,99064.65364,4
48081,Michigan,42.49522249,-82.89928864,8438,84.05219643,29914,113411,64301,77849,62398,347873,86968.25,9.52E+07,74928.39342,2
48082,Michigan,42.52527497,-82.88626787,6399,81.48478289,31364,87031,52435,54764,60590,286184,71546,7.82E+07,61612.7598,3
48083,Michigan,42.55936083,-83.11504504,7426,86.39906923,38304,118775,60092,95888,700178,1013237,253309.25,2.84E+08,223706.1732,15
48084,Michigan,42.56331054,-83.17978091,3430,84.06862745,29782,75751,43082,58308,485048,691971,172992.75,1.94E+08,152773.8695,5
48085,Michigan,42.59894593,-83.1183246,8234,89.12219937,43483,163036,84066,123547,86449,500581,125145.25,1.37E+08,107752.0032,22
48088,Michigan,42.51763724,-82.98351217,8177,94.03173873,67781,108961,85541,115241,146540,524064,131016,1.45E+08,114209.9381,8
48089,Michigan,42.46862297,-82.99691304,11176,79.99427385,34473,113979,71201,103401,810553,1133607,283401.75,3.19E+08,251554.7188,6
48091,Michigan,42.46716066,-83.05852695,10117,79.89417989,37720,103517,80061,110906,601162,933366,233341.5,2.60E+08,205026.5932,4
48092,Michigan,42.51358774,-83.06290966,9195,89.57622991,53964,128717,90222,116573,620369,1009845,252461.25,2.81E+08,221581.9141,7
48093,Michigan,42.51241826,-83.01175814,7683,92.36595335,62930,111386,91308,119546,255319,640489,160122.25,1.77E+08,139085.695,7
48094,Michigan,42.73133222,-83.0346603,5339,90.04891213,22862,138516,72965,102812,41373,378528,94632,1.04E+08,82284.35325,7
48095,Michigan,42.77931076,-83.03448276,152,87.86127168,1162,4110,2424,3194,6771,17661,4415.25,4905285.345,3863.5559,0
48096,Michigan,42.75808714,-82.92180305,1165,90.10054138,10143,26475,15141,23970,3607,79336,19834,2.19E+07,17225.87956,2
48098,Michigan,42.59860205,-83.17914625,6497,89.63852097,16685,137058,80401,100708,84805,419657,104914.25,1.15E+08,90613.02714,8
48101,Michigan,42.25260664,-83.21200943,11103,84.26045382,35224,120815,78578,89847,304252,628716,157179,1.75E+08,138170.9124,4
48103,Michigan,42.27816086,-83.79021086,13632,74.64272025,58792,246681,161335,192881,415574,1075263,268815.75,3.00E+08,236477.2846,70
48104,Michigan,42.26337615,-83.72206604,6443,66.67701542,23288,94072,58988,73455,270454,520257,130064.25,1.45E+08,113858.5621,30
48105,Michigan,42.31430873,-83.7031887,6942,79.2646723,42491,161496,108190,123653,207231,643061,160765.25,1.78E+08,140553.9089,41
48108,Michigan,42.23001843,-83.7268771,5228,87.01731025,24893,107789,80514,99939,351829,664964,166241,1.88E+08,148082.8661,11
48109,Michigan,42.29471518,-83.70083215,282,92.15686275,1205,9054,6119,6969,99235,122582,30645.5,3.45E+07,27143.59495,4
48111,Michigan,42.19285346,-83.48331898,8611,81.33560026,48206,150893,98318,133493,435732,866642,216660.5,2.44E+08,192164.115,6
48114,Michigan,42.56285396,-83.76081573,6549,77.05612425,31405,109528,70008,96286,58506,365733,91433.25,9.99E+07,78688.98171,7
48116,Michigan,42.5082055,-83.78546204,6843,73.60438851,32936,108223,70529,91476,332629,635793,158948.25,1.78E+08,139953.2059,6
48117,Michigan,42.05300001,-83.40036307,629,74.97020262,4418,7699,5646,8201,15687,41651,10412.75,1.18E+07,9263.434812,0
48120,Michigan,42.30637399,-83.16642853,1296,82.39033694,6062,24629,12593,14972,151244,209500,52375,5.93E+07,46725.28559,2
48122,Michigan,42.28192064,-83.18167731,3377,76.38543316,11337,29765,31559,17424,145232,235317,58829.25,6.66E+07,52423.30763,0
48124,Michigan,42.29411322,-83.25276904,10525,69.65585705,13352,100884,73187,81682,271716,540821,135205.25,1.49E+08,117560.2761,3
48125,Michigan,42.2770798,-83.26149377,7489,72.02346605,16677,89511,28451,46262,93171,274072,68518,7.57E+07,59606.8599,0
48126,Michigan,42.33361326,-83.1811654,11967,89.1396648,19384,107086,105347,150782,565711,948310,237077.5,2.66E+08,209822.7942,1
48127,Michigan,42.33658297,-83.28543386,12165,85.47639123,56542,161907,94764,146338,138432,597983,149495.75,1.64E+08,129068.6544,0
48128,Michigan,42.32026504,-83.26999107,3497,73.29700272,2853,24382,20695,34223,60689,142842,35710.5,3.88E+07,30569.12648,0
48130,Michigan,42.34433493,-83.88859128,2000,81.4995925,6183,35383,22890,27353,119005,210814,52703.5,5.98E+07,47115.08194,3
48133,Michigan,41.77365361,-83.502816,2168,81.93499622,15354,33760,21554,29288,39173,139129,34782.25,3.90E+07,30690.71486,0
48134,Michigan,42.10990346,-83.28667526,6751,87.40290005,37862,116258,76563,108509,106390,445582,111395.5,1.26E+08,98956.57722,1
48135,Michigan,42.3242568,-83.34011467,10115,76.64040006,32172,120607,47176,79622,131781,411358,102839.5,1.14E+08,89785.31118,0
48138,Michigan,42.13504992,-83.15420737,3373,76.29495589,14484,73159,45462,51673,33030,217808,54452,5.89E+07,46409.84465,4
48139,Michigan,42.45182113,-83.80093457,87,69.04761905,432,1361,1056,1686,1633,6168,1542,1720095.24,1354.800719,0
48141,Michigan,42.29429749,-83.31371122,6917,70.11657375,20925,76969,41920,69560,126183,335557,83889.25,9.26E+07,72966.21021,0
48143,Michigan,42.45918329,-83.85163561,17,54.83870968,39,157,173,147,46,562,140.5,153087.2002,120.5762589,0
48144,Michigan,41.75338364,-83.62689011,3354,76.96190913,11884,63292,35026,47885,24910,182997,45749.25,4.98E+07,39235.85248,2
48146,Michigan,42.24216904,-83.18103174,13114,78.94293282,22652,139349,63300,58181,188350,471832,117958,1.33E+08,104522.8053,0
48150,Michigan,42.36351864,-83.36622335,10327,74.75208107,45885,129178,67312,100032,1210223,1552630,388157.5,4.40E+08,346657.1108,0
48152,Michigan,42.42626306,-83.36255032,9914,79.39457035,46821,173957,103014,153516,307345,784653,196163.25,2.17E+08,171164.7765,15
48154,Michigan,42.39618802,-83.37430565,12393,81.01058962,77721,190253,118933,175541,150578,713026,178256.5,1.94E+08,152635.9261,0
48157,Michigan,41.81231072,-83.43940363,186,75,1073,3299,692,1322,1252,7638,1909.5,2132919.363,1679.953889,0
48161,Michigan,41.90627782,-83.43146982,547,78.36676218,2803,7358,7258,5568,49992,72979,18244.75,2.07E+07,16295.07298,0
48162,Michigan,41.94348076,-83.39462151,4810,79.96674979,25750,65863,58094,58544,206218,414469,103617.25,1.17E+08,92152.62027,2
48164,Michigan,42.13318474,-83.38067753,147,80.76923077,626,2408,1568,1694,342,6638,1659.5,1828941.986,1440.531815,0
48165,Michigan,42.50488542,-83.6275105,2046,84.54545455,11841,34521,19267,27648,103084,196361,49090.25,5.55E+07,43700.06454,3
48166,Michigan,41.9831005,-83.31454249,2745,85.40759179,21536,41287,22981,34014,87249,207067,51766.75,5.87E+07,46202.70055,2
48167,Michigan,42.4362327,-83.50395267,6829,81.27826708,42539,138446,87571,109453,111139,489148,122287,1.35E+08,106449.0588,6
48168,Michigan,42.40838581,-83.50113436,6521,93.23706034,16975,169154,100568,127458,52622,466777,116694.25,1.30E+08,102375.4826,1
48169,Michigan,42.45789858,-83.9109017,1950,65.30475553,7570,31006,14766,19594,26232,99168,24792,2.72E+07,21390.93838,0
48170,Michigan,42.36905109,-83.4916613,12638,80.94018189,60674,242478,148097,198515,684656,1334420,333605,3.74E+08,294618.7605,2
48173,Michigan,42.07737671,-83.21924216,4978,87.2873926,29824,81265,58975,71543,65102,306709,76677.25,8.61E+07,67830.78209,1
48174,Michigan,42.21110765,-83.35399191,9999,78.34978843,50250,136065,85000,124241,766950,1162506,290626.5,3.29E+08,259484.1334,0
48176,Michigan,42.16840374,-83.77507272,46,100,316,1515,1425,2096,96,5448,1362,1516241.191,1194.238905,0
48178,Michigan,42.45472847,-83.6602552,10670,85.49679487,57993,182577,109061,155820,78883,584334,146083.5,1.63E+08,128010.564,9
48179,Michigan,42.05792677,-83.26866171,1543,84.27089022,13936,30118,17871,23682,10402,96009,24002.25,2.69E+07,21180.13224,3
48180,Michigan,42.23518521,-83.26599932,19664,77.74175694,102518,251837,146616,219944,818284,1539199,384799.75,4.32E+08,340155.1347,7
48182,Michigan,41.77277644,-83.58210886,7208,79.26976795,36571,137894,70061,106976,122571,474073,118518.25,1.31E+08,103252.2148,4
48183,Michigan,42.13516671,-83.21952529,14329,88.96132116,91563,207809,150546,215414,371645,1036977,259244.25,2.91E+08,229027.3974,12
48184,Michigan,42.27675318,-83.37888421,5103,70.92425295,17377,60454,35969,53489,264542,431831,107957.75,1.21E+08,95323.97749,1
48185,Michigan,42.3371577,-83.37502068,12623,82.00480738,81752,188868,115843,165678,395584,947725,236931.25,2.64E+08,207664.6689,0
48186,Michigan,42.29697382,-83.37762208,11665,78.50461,53626,136912,75636,114381,173254,553809,138452.25,1.53E+08,120368.9299,1
48187,Michigan,42.32966957,-83.48070805,14251,94.04738336,89773,269356,164432,233952,472681,1230194,307548.5,3.45E+08,271773.3904,0
48188,Michigan,42.29172772,-83.48351707,11689,92.89517603,35158,221545,138664,198982,204445,798794,199698.5,2.24E+08,176610.9786,2
48189,Michigan,42.42113497,-83.7813547,3931,70.47328792,24983,65435,37671,53325,65225,246639,61659.75,6.82E+07,53695.3778,4
48192,Michigan,42.21017732,-83.16522026,9623,80.45313937,14622,83877,47207,86623,187645,419974,104993.5,1.17E+08,92105.40746,7
48193,Michigan,42.17433297,-83.20336226,4930,90.12797075,33058,74380,47061,72627,253349,480475,120118.75,1.36E+08,106773.9671,2
48195,Michigan,42.20493857,-83.19963577,10295,85.5563866,38194,117328,67303,112386,235745,570956,142739,1.60E+08,126050.4055,5
48197,Michigan,42.21079602,-83.6283842,6501,75.71628232,38383,115832,79459,95169,345510,674353,168588.25,1.90E+08,149432.7885,23
48198,Michigan,42.24955265,-83.58525511,10836,75,60158,154839,121950,146372,236179,719498,179874.5,2.01E+08,157920.736,15
48201,Michigan,42.34719357,-83.06256281,1257,92.0204978,3926,21274,8118,16389,200838,250545,62636.25,7.03E+07,55369.5137,2
48202,Michigan,42.37941641,-83.0798965,3474,81.51102769,4019,35939,11041,45212,272311,368522,92130.5,1.03E+08,81304.96319,8
48203,Michigan,42.4227186,-83.09978347,8494,73.67508023,14888,85271,41306,80302,478637,700404,175101,1.97E+08,155207.313,3
48204,Michigan,42.36514342,-83.14307413,10487,86.36962609,12283,105215,48503,94401,205088,465490,116372.5,1.31E+08,103204.8242,4
48205,Michigan,42.43382925,-82.98032819,13659,75.63122924,8159,138554,45709,76054,172239,440715,110178.75,1.23E+08,96711.61844,5
48206,Michigan,42.37452005,-83.10863438,6893,88.14578005,7595,61137,13976,102433,66130,251271,62817.75,7.06E+07,55585.84911,2
48207,Michigan,42.3547341,-83.02432484,3494,87.61283852,21017,68360,30833,51836,452618,624664,156166,1.76E+08,138448.644,5
48208,Michigan,42.34899608,-83.0919866,2542,84.08865366,5477,42996,10735,22301,180083,261592,65398,7.40E+07,58266.90513,1
48209,Michigan,42.30906149,-83.11630053,7325,80.75184654,13907,78525,21290,64496,338378,516596,129149,1.46E+08,115016.6463,0
48210,Michigan,42.33697304,-83.13156111,9093,87.66027186,8183,123457,18343,66920,280479,497382,124345.5,1.41E+08,111368.1194,4
48211,Michigan,42.38221658,-83.04343041,2182,85.8379229,8249,36652,14021,27648,377256,463826,115956.5,1.31E+08,103163.8617,1
48212,Michigan,42.4075311,-83.05804746,11806,88.60037523,10325,107198,32025,149282,379013,677843,169460.75,1.90E+08,149716.8451,5
48213,Michigan,42.39863636,-82.99204655,8769,78.23177804,10095,113275,28632,57880,223845,433727,108431.75,1.22E+08,95985.79222,5
48214,Michigan,42.36921434,-82.9943789,5985,82.34727573,5670,92840,16472,46780,212230,373992,93498,1.05E+08,82581.80976,5
48215,Michigan,42.37535529,-82.95041114,4196,84.57972183,6693,55328,22664,41705,113917,240307,60076.75,6.76E+07,53264.36677,3
48216,Michigan,42.32705889,-83.08014753,1585,88.05555556,3016,21738,6593,13752,216723,261822,65455.5,7.43E+07,58551.36611,4
48217,Michigan,42.27218963,-83.15456669,2787,76.12674133,6334,16351,23126,9607,72660,128078,32019.5,3.59E+07,28279.02262,1
48218,Michigan,42.26924055,-83.13581274,2637,80.86476541,8993,24954,31687,16254,68257,150145,37536.25,4.22E+07,33230.23552,1
48219,Michigan,42.42594707,-83.24915231,9919,52.57606276,14424,70282,54190,92392,178802,410090,102522.5,1.12E+08,88043.46687,0
48220,Michigan,42.45907072,-83.13369007,6916,64.33488372,10406,71276,28727,42470,322535,475414,118853.5,1.33E+08,105085.4679,7
48221,Michigan,42.42681987,-83.1500973,11656,74.62227913,9810,94187,63795,98871,162296,428959,107239.75,1.18E+08,92940.40805,15
48223,Michigan,42.39488303,-83.2431114,5378,50.74063591,6143,40499,28568,47310,155128,277648,69412,7.65E+07,60246.18883,0
48224,Michigan,42.41086471,-82.94223358,12218,71.62621644,9029,65825,82514,88913,107920,354201,88550.25,9.72E+07,76525.1172,7
48225,Michigan,42.43728901,-82.92936704,4619,75.75856979,10246,69405,26977,19508,74736,200872,50218,5.57E+07,43899.45661,2
48226,Michigan,42.33218941,-83.05020076,456,87.35632184,902,5809,3119,5779,197229,212838,53209.5,5.83E+07,45894.36162,5
48227,Michigan,42.38860656,-83.19376632,12513,65.3693449,7872,73102,68254,107391,354314,610933,152733.25,1.70E+08,133579.5953,2
48228,Michigan,42.35319442,-83.2171294,14695,67.06370938,11221,73302,85966,144233,319060,633782,158445.5,1.74E+08,137072.8655,2
48229,Michigan,42.25162521,-83.14876418,3180,79.55966975,13280,34409,25471,15048,68834,157042,39260.5,4.39E+07,34558.58303,1
48230,Michigan,42.3849725,-82.92437216,5151,76.98400837,4059,57976,22242,67482,33139,184898,46224.5,5.04E+07,39657.83484,11
48233,Michigan,42.3239132,-83.0614742,1,100,0,0,0,0,9251,9251,2312.75,2627231.19,2069.289318,0
48234,Michigan,42.43454412,-83.04589659,11301,72.29863732,9627,72793,71341,109782,380288,643831,160957.75,1.79E+08,140649.018,3
48235,Michigan,42.42681163,-83.19470223,12902,69.06482522,7152,67235,77625,128731,164668,445411,111352.75,1.21E+08,95500.66011,1
48236,Michigan,42.42613457,-82.90049507,9945,76.24779575,27983,180269,91237,59026,96963,455478,113869.5,1.24E+08,97712.16812,9
48237,Michigan,42.46621216,-83.18129101,8096,76.1761385,25511,96035,58286,80621,335759,596212,149053,1.66E+08,130932.2015,5
48238,Michigan,42.39609296,-83.14245379,10454,80.27336251,8555,86275,46217,105291,281575,527913,131978.25,1.48E+08,116651.5404,3
48239,Michigan,42.37598775,-83.28938008,11062,67.7071857,17672,85988,71209,114209,315217,604295,151073.75,1.66E+08,130909.8808,0
48240,Michigan,42.426679,-83.30158727,4450,54.35446439,5372,35275,26293,39866,68852,175658,43914.5,4.78E+07,37615.00018,0
48242,Michigan,42.22775559,-83.34280407,92,93.87755102,368,551,3265,651,91404,96239,24059.75,2.75E+07,21637.42665,0
48243,Michigan,42.3301846,-83.03910595,2,100,0,0,0,0,1264,1264,316,330176.3976,260.0572401,0
48301,Michigan,42.54531862,-83.27950001,4114,77.0845044,11901,84481,57325,66304,56608,276619,69154.75,7.40E+07,58300.00028,0
48302,Michigan,42.58543889,-83.29412348,5032,82.32984293,23654,129668,75044,88663,173343,490372,122593,1.34E+08,105411.8633,0
48304,Michigan,42.59143917,-83.23322179,4636,81.11986002,18934,121343,67783,82775,93619,384454,96113.5,1.04E+08,81732.78358,0
48306,Michigan,42.71539693,-83.16232855,8200,89.97147246,12863,194782,106273,137337,55563,506818,126704.5,1.39E+08,109750.4996,21
48307,Michigan,42.66061583,-83.12521102,11179,82.39239387,44889,220774,133809,180554,272880,852906,213226.5,2.37E+08,186424.4739,27
48308,Michigan,42.6829648,-83.1316439,1,100,0,0,0,10,1140,1150,287.5,332015.2612,261.5055866,0
48309,Michigan,42.65985821,-83.18006068,8487,83.69822485,27381,163038,103662,130948,407933,832962,208240.5,2.31E+08,182039.9455,7
48310,Michigan,42.56555946,-83.06971391,12896,92.87720562,109983,230108,132323,190784,160070,823268,205817,2.27E+08,178805.1215,22
48312,Michigan,42.55988833,-83.00272644,10621,94.85576494,98784,179073,111083,177214,579696,1145850,286462.5,3.20E+08,251777.2462,14
48313,Michigan,42.59957256,-82.99853885,10170,91.78700361,65061,163728,104870,149109,205546,688314,172078.5,1.90E+08,149962.1846,19
48314,Michigan,42.61058375,-83.05170632,5713,88.23166023,20427,133022,64567,95647,322624,636287,159071.75,1.78E+08,140352.6848,12
48315,Michigan,42.66665218,-82.99482066,8479,92.97149123,48096,215023,109732,161553,418314,952718,238179.5,2.68E+08,210783.9202,20
48316,Michigan,42.68961657,-83.06119128,7406,87.89461192,40006,177629,105205,134795,120048,577683,144420.75,1.58E+08,124731.8008,14
48317,Michigan,42.64416238,-83.04869563,7134,78.73303167,44895,141821,77945,111680,128002,504343,126085.75,1.38E+08,109005.1906,7
48320,Michigan,42.61064647,-83.33906463,1314,61.3731901,3222,17006,8851,12441,36825,78345,19586.25,2.17E+07,17086.6227,0
48322,Michigan,42.54202275,-83.38058358,8395,90.91401343,47462,226880,150965,197287,93190,715784,178946,1.97E+08,155205.659,1
48323,Michigan,42.56982577,-83.37534466,5422,81.61975011,22727,127475,74399,89591,56189,370381,92595.25,1.01E+08,79579.53182,0
48324,Michigan,42.59850441,-83.40051431,5050,71.78393746,11219,91818,53687,65017,29250,250991,62747.75,6.78E+07,53437.42686,0
48326,Michigan,42.66312783,-83.23917826,5827,78.24627367,24249,105938,68805,88891,845864,1133747,283436.75,3.18E+08,250460.8685,0
48327,Michigan,42.64368896,-83.41027436,6812,77.25983895,27739,108821,67044,88380,144314,436298,109074.5,1.21E+08,95208.04082,0
48328,Michigan,42.64375667,-83.35561914,6598,67.38841793,33337,104871,67019,88496,225628,519351,129837.75,1.44E+08,113258.5054,0
48329,Michigan,42.68813233,-83.3884892,8260,71.65163081,40587,130907,77878,98645,145927,493944,123486,1.35E+08,106629.6766,0
48331,Michigan,42.50949173,-83.40739518,6455,90.60920831,21642,145104,88940,113977,195749,565412,141353,1.57E+08,123657.2177,8
48334,Michigan,42.50638495,-83.35154537,4615,81.1642631,38816,110618,71525,93984,205009,519952,129988,1.44E+08,113036.0932,6
48335,Michigan,42.46145718,-83.39784103,4904,86.38365334,40725,125427,78123,99126,318261,661662,165415.5,1.85E+08,146088.1729,10
48336,Michigan,42.46123161,-83.3465908,6885,68.60986547,30084,101306,71393,94808,176348,473939,118484.75,1.30E+08,102247.3031,8
48340,Michigan,42.66918201,-83.29149285,5888,70.28769249,24853,84249,41390,60747,178774,390013,97503.25,1.08E+08,85274.57503,0
48341,Michigan,42.62718046,-83.30228186,4752,70.52537845,9971,54476,32118,54452,244465,395482,98870.5,1.10E+08,86906.24868,0
48342,Michigan,42.64452952,-83.27910018,4759,70.74475992,13353,53358,25271,40679,190295,322956,80739,8.95E+07,70507.92802,0
48343,Michigan,42.6377196,-83.3033749,2,100,0,36,202,191,6242,6671,1667.75,1902242.223,1498.26537,0
48346,Michigan,42.72106305,-83.40295481,7059,80.56379822,38133,137731,83995,103518,119386,482763,120690.75,1.32E+08,104350.3618,0
48348,Michigan,42.76429204,-83.39162461,2985,83.96624473,9029,76480,37809,45344,27408,196070,49017.5,5.38E+07,42353.70104,0
48350,Michigan,42.74642178,-83.53009468,337,70.94736842,929,6816,3676,4142,1736,17299,4324.75,4682793.078,3688.314043,0
48353,Michigan,42.64306688,-83.71886904,672,68.78198567,4632,9617,4699,7324,3046,29318,7329.5,8063954.051,6351.421999,0
48359,Michigan,42.7218851,-83.2834452,2817,82.8042328,7177,52327,33789,42009,175223,310525,77631.25,8.68E+07,68341.78543,0
48360,Michigan,42.74520753,-83.27447275,2859,90.36030341,8028,61975,36591,46132,34969,187695,46923.75,5.14E+07,40510.08113,0
48363,Michigan,42.76934201,-83.16349628,637,82.51295337,1753,15872,8873,10547,1601,38646,9661.5,1.05E+07,8255.030685,0
48374,Michigan,42.47066851,-83.5219142,4735,94.81377653,10123,97768,63522,89330,101570,362313,90578.25,1.01E+08,79454.40981,5
48375,Michigan,42.46289678,-83.46156317,6420,93.08394954,37455,128951,82419,109852,354990,713667,178416.75,2.01E+08,158056.154,10
48377,Michigan,42.51152142,-83.47452028,3203,88.35862069,11900,77691,48150,59029,193315,390085,97521.25,1.10E+08,86845.5684,0
48380,Michigan,42.5916948,-83.66087364,856,80.60263653,4251,13850,9261,13001,3416,43779,10944.75,1.19E+07,9404.899451,3
48381,Michigan,42.57256145,-83.59300312,980,82.49158249,7961,16803,8596,12296,10484,56140,14035,1.55E+07,12211.99465,4
48382,Michigan,42.59409643,-83.4944215,4398,69.73204376,9948,81174,47117,63674,46047,247960,61990,6.78E+07,53381.08153,0
48383,Michigan,42.66124722,-83.53835954,306,61.44578313,1274,6174,3074,4149,832,15503,3875.75,4211601.302,3317.188688,0
48386,Michigan,42.64023583,-83.47013438,5825,78.15644707,25933,105871,62882,81661,74026,350373,87593.25,9.63E+07,75857.29329,0
48390,Michigan,42.55035442,-83.47936589,6592,79.05024583,29905,128817,78365,109994,306933,654014,163503.5,1.82E+08,143645.3092,0
48393,Michigan,42.53673762,-83.53540384,2486,91.5991157,13039,48796,27956,40783,501042,631616,157904,1.79E+08,141264.5704,2
48415,Michigan,43.26794199,-83.78315838,388,78.06841046,2334,6025,5688,7373,1160,22580,5645,5993136.125,4720.381141,0
48420,Michigan,43.1768007,-83.72317295,8717,82.79825228,52516,156650,123383,147351,128628,608528,152132,1.64E+08,129009.2288,8
48421,Michigan,43.15413712,-83.37742921,28,87.5,161,525,455,504,42,1687,421.75,448638.0347,353.3613244,0
48423,Michigan,43.03599785,-83.52579375,10892,86.88576899,72174,229523,143147,180884,144489,770217,192554.25,2.09E+08,164643.6531,6
48430,Michigan,42.7757857,-83.73601841,119,99.16666667,1275,2702,2823,3670,318,10788,2697,2924887.778,2303.73294,1
48433,Michigan,43.06775428,-83.83584497,4675,82.08955224,30944,89524,64407,81108,75880,341863,85465.75,9.25E+07,72832.95304,5
48436,Michigan,42.87413872,-83.87855292,9,100,130,166,70,92,36,494,123.5,133878.5111,105.4468956,0
48437,Michigan,43.11304998,-83.61936121,268,71.08753316,1270,4882,2875,4241,11394,24662,6165.5,6733640.805,5303.625749,1
48438,Michigan,42.90978043,-83.49518447,122,85.91549296,890,3169,1896,2377,53,8385,2096.25,2261319.723,1781.086021,1
48439,Michigan,42.92611279,-83.62904281,15594,91.41215781,95132,332841,246173,294616,331604,1300366,325091.5,3.55E+08,279866.8468,15
48442,Michigan,42.78592079,-83.62347554,323,96.996997,1270,6938,4482,5806,41387,59883,14970.75,1.69E+07,13279.98497,0
48457,Michigan,43.18030305,-83.89300413,57,77.02702703,288,1113,888,821,107,3217,804.25,883267.9022,695.6893788,0
48458,Michigan,43.11642536,-83.69465739,7706,78.05915721,43082,108762,76463,94265,111073,433645,108411.25,1.17E+08,92440.00684,10
48463,Michigan,43.16049274,-83.52547812,746,87.86808009,6934,15360,9665,11431,3792,47182,11795.5,1.28E+07,10079.48281,2
48473,Michigan,42.94413844,-83.80837851,6167,86.84692297,44569,116201,84548,104041,94635,443994,110998.5,1.21E+08,95511.39462,1
48502,Michigan,43.01357103,-83.68942462,224,89.95983936,717,2674,1209,2704,65764,73068,18267,2.03E+07,16002.96803,0
48503,Michigan,43.01162719,-83.69107716,7915,73.37535923,26245,91230,48995,74965,278386,519821,129955.25,1.43E+08,112736.5378,8
48504,Michigan,43.04377149,-83.73172825,9208,67.00138252,33427,102568,69909,78175,204381,488460,122115,1.34E+08,105277.8915,7
48505,Michigan,43.06482387,-83.70020402,9028,72.24133792,32455,92174,61620,87196,181340,454785,113696.25,1.24E+08,97789.82969,6
48506,Michigan,43.05554978,-83.63449267,10150,71.88385269,54925,134986,79987,109401,221678,600977,150244.25,1.64E+08,129081.8578,5
48507,Michigan,42.97499404,-83.69545246,9946,76.0804712,55610,143543,90869,117887,552932,960841,240210.25,2.66E+08,209882.5435,8
48509,Michigan,43.02461012,-83.60495184,3845,76.63942595,18377,56621,40209,53801,101918,270926,67731.5,7.34E+07,57849.56835,4
48519,Michigan,42.98886438,-83.61026902,3010,82.98869589,15389,47232,32010,43846,37396,175873,43968.25,4.79E+07,37716.38965,2
48529,Michigan,42.97267112,-83.66813653,3427,69.4286872,20512,47543,28909,42136,133941,273041,68260.25,7.56E+07,59524.92171,3
48532,Michigan,43.00988557,-83.77032663,5822,82.2084157,42684,102997,73596,92108,167572,478957,119739.25,1.31E+08,103327.9446,11
48551,Michigan,42.96391308,-83.7176121,170,87.62886598,1361,2686,1672,1713,19041,26473,6618.25,7427108.762,5849.822764,0
48552,Michigan,42.97795972,-83.72040194,5,100,0,0,0,0,441,441,110.25,123748.5896,97.46825311,0
48554,Michigan,42.9761063,-83.79331695,2,100,0,0,30,66,88,184,46,50851.86488,40.05251657,0
48556,Michigan,43.02678405,-83.6485238,2,100,0,0,26,41,30,97,24.25,27108.4952,21.35149725,0
48557,Michigan,42.98591793,-83.67964666,29,76.31578947,38,385,75,188,14068,14754,3688.5,4171062.226,3285.258846,0
48601,Michigan,43.40359568,-83.91056304,12097,74.46140588,47982,168379,112921,136364,528987,994633,248658.25,2.73E+08,214832.1504,17
48602,Michigan,43.42521485,-83.97564278,9607,70.8689879,21340,114279,62256,84348,176506,458729,114682.25,1.24E+08,97437.97701,15
48603,Michigan,43.45615538,-84.01430761,9371,88.12300169,63962,204221,158354,182506,239788,848831,212207.75,2.31E+08,182216.139,8
48604,Michigan,43.47506203,-83.95164067,4441,81.23285166,26678,84936,56878,69706,280121,518319,129579.75,1.43E+08,112455.6968,8
48607,Michigan,43.43024207,-83.93190017,650,80.84577114,2188,10309,5976,6740,58041,83254,20813.5,2.28E+07,17980.9259,2
48609,Michigan,43.41021463,-84.07353341,3056,79.19150039,17890,58995,38225,43041,58514,216665,54166.25,5.88E+07,46315.47618,0
48623,Michigan,43.51209445,-84.10400876,117,81.81818182,940,2459,2741,3402,4356,13898,3474.5,3823632.514,3011.612356,0
48631,Michigan,43.67776992,-83.98969308,367,72.81746032,3186,7303,5212,5762,7583,29046,7261.5,7816621.704,6156.61532,0
48638,Michigan,43.42059161,-84.01443027,3968,82.17022158,25153,74500,66467,74982,78322,319424,79856,8.56E+07,67394.16201,7
