ZIP,state_name,lat_avg,lng_avg,count_qualified,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_total,kw_total,yearly_sunlight_kwh_total,carbon_offset_metric_tons,existing_installs_count
12210,New York,42.65687825,-73.75991887,1969,87.43339254,1683,8130,8950,3017,88125,109905,27476.25,3.06E+07,11180.89985,1
12211,New York,42.70643548,-73.76597519,3633,78.46652268,4147,73209,42683,46184,88148,254371,63592.75,7.04E+07,25735.35762,17
12222,New York,42.6904091,-73.82881119,30,100,128,1588,1613,281,423,4033,1008.25,1180693.795,431.4476095,0
12235,New York,42.73853645,-73.82085025,1,50,0,0,0,0,134,134,33.5,35586.62461,13.00401864,0
12246,New York,42.6471118,-73.74965315,2,100,0,6,0,0,121,127,31.75,35123.36465,12.83473478,0
12288,New York,42.72384116,-73.85449248,58,81.69014085,206,623,1080,696,39229,41834,10458.5,1.19E+07,4359.516324,0
12302,New York,42.86077598,-73.9571728,6273,68.88864485,14227,98610,75843,55453,289821,533954,133488.5,1.49E+08,54584.27755,105
12303,New York,42.76689685,-73.93686554,9057,78.3884369,10019,149850,79203,79128,124306,442506,110626.5,1.23E+08,44915.61424,186
12304,New York,42.78047697,-73.90480045,5611,76.46497683,10068,76671,34889,64857,140030,326515,81628.75,9.15E+07,33435.38298,60
12305,New York,42.81622763,-73.94201409,1014,88.63636364,3170,14349,7769,6757,76563,108608,27152,3.04E+07,11097.00132,5
12306,New York,42.79079647,-73.98415521,8404,80.35953337,10516,131553,79083,71601,276557,569310,142327.5,1.60E+08,58600.71268,206
12307,New York,42.80445983,-73.93546413,1654,87.88522848,820,24349,5869,18164,22597,71799,17949.75,2.00E+07,7301.702292,13
12308,New York,42.81842548,-73.92004846,3322,78.64583333,2001,54781,32021,18658,87995,195456,48864,5.50E+07,20099.03049,14
12309,New York,42.79786195,-73.87872738,7907,70.32194948,11047,132792,96287,70183,109996,420305,105076.25,1.16E+08,42383.3177,103
12401,New York,41.93133718,-74.01813888,9477,72.09585394,16089,126972,86505,73317,427730,730613,182653.25,2.08E+08,75895.89272,19
12411,New York,41.87866461,-74.04414087,127,50.59760956,315,1847,853,590,528,4133,1033.25,1143168.661,417.7352232,0
12417,New York,41.91013312,-73.99019468,54,65.06024096,7,529,197,386,271,1390,347.5,380504.9071,139.0436143,0
12419,New York,41.85619618,-74.10587497,89,52.97619048,13,1271,1047,706,2077,5114,1278.5,1410592.478,515.4568908,0
12429,New York,41.82131148,-73.96247753,83,59.71223022,254,1883,1105,1307,2202,6751,1687.75,1875293.18,685.2672241,0
12432,New York,42.04329546,-73.94741986,8,61.53846154,0,65,135,207,21,428,107,115743.9692,42.2950125,0
12440,New York,41.81010244,-74.14513742,145,48.33333333,105,2222,1856,1294,187,5664,1416,1550148.846,566.4533994,6
12443,New York,41.92379553,-74.06516812,861,62.61818182,1203,11394,11816,6294,7738,38445,9611.25,1.05E+07,3846.827899,4
12449,New York,41.99598369,-73.99788515,853,68.18545164,1406,13035,13078,11530,55108,94157,23539.25,2.66E+07,9733.021093,4
12456,New York,42.03698313,-73.99620263,139,48.26388889,739,1950,645,584,1355,5273,1318.25,1450770.131,530.1385571,0
12466,New York,41.90751551,-73.97992574,622,73.69668246,665,7557,5708,5869,7766,27565,6891.25,7645448.838,2793.790091,1
12471,New York,41.83890986,-74.04154237,50,65.78947368,0,525,469,387,108,1489,372.25,401306.8302,146.6450263,0
12472,New York,41.84684848,-74.07359732,253,46.59300184,42,2992,2113,1291,1996,8434,2108.5,2289574.279,836.6532911,3
12475,New York,42.01903291,-74.01173329,32,54.23728814,11,312,250,157,45,775,193.75,210084.5401,76.76882271,0
12477,New York,42.06520207,-73.9797106,862,54.35056747,1534,12652,12176,8310,16188,50860,12715,1.41E+07,5159.046304,4
12484,New York,41.86401345,-74.17035815,5,62.5,0,94,0,0,0,94,23.5,24428.99689,8.926812654,0
12486,New York,41.8307616,-74.07084228,416,50.73170732,296,5558,3768,3432,3284,16338,4084.5,4454746.639,1627.847793,4
12487,New York,41.86928355,-73.99004542,1224,64.96815287,2741,20482,13971,13458,34731,85383,21345.75,2.41E+07,8809.628176,8
12498,New York,42.03730867,-74.11021914,28,32.18390805,0,561,210,206,238,1215,303.75,333494.5758,121.8651594,1
12508,New York,41.50589788,-73.96187269,3875,75.52134087,9318,51853,45982,31548,84079,222780,55695,6.35E+07,23186.65057,0
12512,New York,41.55380542,-73.96778032,16,69.56521739,26,179,122,64,55,446,111.5,126477.5063,46.21724786,0
12515,New York,41.68156513,-74.06207351,423,71.93877551,995,6832,5896,5216,4069,23008,5752,6432176.509,2350.437675,3
12518,New York,41.42858223,-74.04220763,1231,73.668462,2157,18658,15967,9375,15431,61588,15397,1.72E+07,6291.821426,0
12520,New York,41.44193555,-74.01610923,872,70.60728745,1228,12198,9244,4720,9993,37383,9345.75,1.04E+07,3813.366109,0
12524,New York,41.53997818,-73.89616276,3605,82.53205128,11721,69187,48990,45854,158457,334209,83552.25,9.60E+07,35074.59761,0
12525,New York,41.6785449,-74.17264543,104,84.55284553,109,1347,1467,1094,2388,6405,1601.25,1782016.324,651.1821155,2
12528,New York,41.71684276,-73.99616782,4067,72.79398604,11171,60089,58025,40086,84385,253756,63439,7.16E+07,26171.89561,29
12533,New York,41.57908398,-73.7902284,189,78.09917355,573,3408,2077,1627,1037,8722,2180.5,2443759.899,892.9956024,0
12538,New York,41.78711008,-73.90595248,3393,62.61302823,5545,55394,36045,35650,54529,187163,46790.75,5.22E+07,19057.70389,17
12542,New York,41.6064451,-73.98878659,1042,79.48131198,2384,16448,15339,13454,26858,74483,18620.75,2.11E+07,7716.111955,2
12547,New York,41.65412209,-73.97482443,1087,77.69835597,2744,16944,16453,14302,23875,74318,18579.5,2.11E+07,7703.113764,12
12548,New York,41.66274654,-74.10646341,364,65.70397112,1147,6507,4511,3459,4440,20064,5016,5603021.944,2047.44908,2
12549,New York,41.53085668,-74.2505498,20,62.5,51,333,293,129,333,1139,284.75,326906.6741,119.4578168,0
12550,New York,41.52394972,-74.04295792,11858,75.82326236,22814,144834,133071,115477,492184,908380,227095,2.60E+08,95118.15706,0
12553,New York,41.46707646,-74.05794291,6282,81.56323033,19453,104776,84758,78521,224900,512408,128102,1.47E+08,53663.4295,0
12555,New York,41.51445985,-74.11133423,3,100,0,0,0,0,8043,8043,2010.75,2385271.206,871.6227392,0
12561,New York,41.74449487,-74.09036947,3501,65.25629077,11406,55650,55913,35846,86120,244935,61233.75,6.87E+07,25119.16952,55
12569,New York,41.73971174,-73.80974957,1511,72.88953208,3304,24328,21661,17723,14660,81676,20419,2.27E+07,8284.379237,11
12572,New York,41.92655855,-73.88286068,40,36.69724771,0,557,347,203,107,1214,303.5,334766.8789,122.3300828,0
12574,New York,41.91921765,-73.95135197,47,48.95833333,0,404,259,121,142,926,231.5,255317.2681,93.29770806,0
12575,New York,41.4721959,-74.15347376,220,81.78438662,626,3815,3386,3246,20454,31527,7881.75,9187287.939,3357.206954,0
12577,New York,41.4360918,-74.11963569,29,90.625,6,599,412,358,30,1405,351.25,398292.0641,145.5433743,0
12578,New York,41.805816,-73.79781479,252,61.91646192,229,4120,3381,3112,1005,11847,2961.75,3255275.715,1189.538669,2
12580,New York,41.85158887,-73.88253312,780,63.10679612,912,12451,10346,9070,6579,39358,9839.5,1.09E+07,3989.793276,6
12584,New York,41.4601678,-74.0604138,1,100,0,0,63,37,0,100,25,27736.29023,10.13535954,0
12586,New York,41.56292685,-74.17881594,394,75.04761905,631,5042,5503,4685,4204,20065,5016.25,5607749.302,2049.176545,0
12589,New York,41.61532861,-74.13911794,701,76.94840834,889,10421,9883,7996,6797,35986,8996.5,1.00E+07,3663.125764,8
12590,New York,41.59139938,-73.89061437,7963,77.94635865,20264,122611,105836,104676,193082,546469,136617.25,1.54E+08,56287.32233,7
12601,New York,41.70171626,-73.9169863,7684,73.89172036,14878,113267,83638,70028,319450,601261,150315.25,1.71E+08,62482.41933,18
12603,New York,41.67736924,-73.8814518,10492,73.06406685,18508,151802,140010,106300,250141,666761,166690.25,1.87E+08,68398.29384,49
12604,New York,41.6942289,-73.90022988,12,92.30769231,0,166,76,117,1349,1708,427,492321.5102,179.9034937,0
12801,New York,43.31208148,-73.64848537,4095,69.16061476,1583,52769,21086,34152,137168,246758,61689.5,6.77E+07,24746.22924,24
12803,New York,43.28777644,-73.63785267,2038,73.07278594,1236,35961,15024,17783,49400,119404,29851,3.29E+07,12034.45947,16
12804,New York,43.32697827,-73.67943959,5412,66.60923077,7215,101591,68606,71836,242869,492117,123029.25,1.35E+08,49348.27902,41
12827,New York,43.41668967,-73.51082098,20,90.90909091,16,154,597,583,1748,3098,774.5,842928.2037,308.0217411,0
12828,New York,43.2641875,-73.61379275,1519,60.20610384,3430,21909,13043,14207,56633,109222,27305.5,2.99E+07,10912.97811,1
12831,New York,43.1734422,-73.70470095,89,64.96350365,66,1774,635,636,2859,5970,1492.5,1658482.148,606.0404155,0
12839,New York,43.31191964,-73.57597997,2955,65.39057314,4901,41140,25426,26860,102034,200361,50090.25,5.48E+07,20028.77181,1
12845,New York,43.42760523,-73.70259918,1109,51.74988334,5801,25619,15292,11183,45483,103378,25844.5,2.85E+07,10418.70825,10
12901,New York,44.69811129,-73.4713556,4839,78.52969815,11877,76598,60403,66815,453030,668723,167180.75,1.85E+08,67672.78085,0
12903,New York,44.67734139,-73.44997998,550,90.16393443,1996,8634,12829,11817,30973,66249,16562.25,1.83E+07,6700.087923,0
12918,New York,44.70713578,-73.68245499,148,70.14218009,61,2331,1059,1429,1571,6451,1612.75,1793088.786,655.2282002,0
12962,New York,44.70078304,-73.56345498,362,65.22522523,350,5598,4149,4795,5341,20233,5058.25,5537330.659,2023.444255,0
13021,New York,42.92767213,-76.5508427,8390,77.8004451,29574,114325,81722,106410,283322,615353,153838.25,1.66E+08,60813.03802,27
13024,New York,42.93431773,-76.57480378,21,80.76923077,443,1110,596,514,7682,10345,2586.25,2847658.151,1040.587583,0
13027,New York,43.16131925,-76.3266716,8497,81.76481909,42520,150326,104932,120836,213325,631939,157984.75,1.71E+08,62656.03259,4
13029,New York,43.22343103,-76.13345021,581,81.25874126,4908,12225,6122,6610,6115,35980,8995,9638849.804,3522.216111,0
13030,New York,43.16104396,-75.95605821,896,75.61181435,3415,14244,10767,11642,6241,46309,11577.25,1.22E+07,4465.527693,0
13031,New York,43.04156284,-76.28617146,5270,83.83709831,31063,99422,62464,73142,85516,351607,87901.75,9.37E+07,34226.92574,4
13039,New York,43.175581,-76.08639594,6254,89.71453163,21219,106662,77268,85682,155293,446124,111531,1.21E+08,44050.1777,19
13041,New York,43.1752155,-76.17103091,3899,91.41852286,15662,59288,39944,45540,27967,188401,47100.25,5.07E+07,18526.61861,15
13057,New York,43.07572843,-76.05360056,5668,83.7841833,24376,101768,61701,69251,568325,825421,206355.25,2.26E+08,82408.2087,18
13060,New York,43.02760156,-76.43305487,44,70.96774194,135,748,714,800,72,2469,617.25,643611.3948,235.1876489,0
13066,New York,43.02794553,-76.01359877,3906,77.48462607,13118,75008,50100,60528,69662,268416,67104,7.06E+07,25796.0988,9
13068,New York,42.51150847,-76.35275268,10,90.90909091,204,331,76,94,109,814,203.5,221029.5241,80.76832471,0
13073,New York,42.59140632,-76.38157465,1,100,0,0,0,0,35,35,8.75,9348.887695,3.416258529,0
13078,New York,42.98219456,-76.07729253,3017,87.52538439,11712,58897,49047,52404,38674,210734,52683.5,5.62E+07,20518.47374,30
13082,New York,43.1004758,-75.95522112,727,79.5404814,2778,11742,8484,8805,1147,32956,8239,8615162.517,3148.141617,0
13084,New York,42.8969432,-76.11112863,94,84.68468468,515,1293,1040,1548,944,5340,1335,1415181.487,517.1338006,0
13088,New York,43.10851887,-76.18691211,6361,83.32460047,37147,109750,73702,74690,347100,642389,160597.25,1.74E+08,63747.55751,26
13090,New York,43.15178559,-76.22233033,8490,86.73000306,55311,153360,98332,107122,297743,711868,177967,1.94E+08,70883.23499,21
13104,New York,42.98816927,-75.96666178,2431,81.52246814,12493,49367,29384,33598,44728,169570,42392.5,4.49E+07,16402.7642,6
13108,New York,42.98122701,-76.33197094,2086,79.70959113,8587,31155,31171,36919,23271,131103,32775.75,3.48E+07,12705.75609,0
13112,New York,43.1019482,-76.41659407,59,78.66666667,250,1013,1051,942,19,3275,818.75,862672.3614,315.2366259,0
13116,New York,43.07616705,-76.00916352,1013,76.80060652,3078,17916,8031,10163,8380,47568,11892,1.26E+07,4602.315821,4
13120,New York,42.95739624,-76.16444471,480,70.1754386,1687,6328,4092,4140,9803,26050,6512.5,7000039.899,2557.945586,2
13132,New York,43.2607337,-76.23913172,18,78.26086957,30,625,297,333,0,1285,321.25,338646.0841,123.7476169,0
13135,New York,43.24061996,-76.31674555,220,88,542,3924,3396,4427,1898,14187,3546.75,3797743.793,1387.766657,0
13152,New York,42.91892197,-76.40476559,1496,78.94459103,4984,26662,19123,24101,13440,88310,22077.5,2.33E+07,8511.861939,7
13164,New York,43.08980926,-76.29895429,1005,84.66722831,4418,15956,12789,15977,20509,69649,17412.25,1.89E+07,6894.685749,0
13202,New York,43.04279661,-76.15108345,622,91.74041298,2186,9157,7869,9156,133881,162249,40562.25,4.32E+07,15772.17267,1
13203,New York,43.06197745,-76.13466428,3076,79.31923672,2808,36245,15208,22524,64719,141504,35376,3.76E+07,13729.51747,12
13204,New York,43.04649445,-76.17794413,4506,75.03746878,5769,45354,25555,40623,219213,336514,84128.5,9.04E+07,33046.18385,11
13205,New York,43.0090249,-76.14535144,3580,65.66397652,4322,41604,20856,31288,68774,166844,41711,4.44E+07,16206.51643,9
13206,New York,43.06799744,-76.10913185,5249,84.3619415,15375,75970,41401,43992,305406,482144,120536,1.31E+08,47932.46079,10
13207,New York,43.01851758,-76.16527609,3333,65.73964497,3715,39525,21010,23639,21631,109520,27380,2.87E+07,10495.73375,5
13208,New York,43.07430883,-76.14683535,6177,85.22350993,12327,70008,52086,32271,166699,333391,83347.75,8.99E+07,32846.08471,8
13209,New York,43.07862254,-76.23983007,4838,84.9964863,30901,84681,59642,67735,228602,471561,117890.25,1.28E+08,46863.96385,13
13210,New York,43.03356463,-76.12385583,3563,71.96525954,8371,48274,27012,33387,233337,350381,87595.25,9.40E+07,34350.94357,27
13211,New York,43.09890497,-76.13911956,2007,71.90970978,5282,23653,18757,22145,142912,212749,53187.25,5.77E+07,21085.502,2
13212,New York,43.1297312,-76.13678961,6434,75.38371412,21793,100111,61696,67934,229150,480684,120171,1.29E+08,47125.06169,18
13214,New York,43.03988107,-76.07577472,2319,81.68369144,10980,36251,31564,29305,109783,217883,54470.75,5.83E+07,21307.477,17
13215,New York,42.9950746,-76.21641778,4633,87.07009961,14048,81223,70214,80713,45380,291578,72894.5,7.75E+07,28304.83065,19
13219,New York,43.04091537,-76.22479229,5153,80.74271388,15787,71266,46024,56030,90875,279982,69995.5,7.40E+07,27057.97565,8
13220,New York,43.12090511,-76.13729572,16,100,11,77,185,231,26585,27089,6772.25,7518665.365,2747.461037,0
13224,New York,43.04084765,-76.10409615,2556,80.68181818,6134,35594,25758,31496,76166,175148,43787,4.65E+07,17005.38389,28
13244,New York,43.0484088,-76.14342537,3,100,0,59,44,49,239,391,97.75,105395.1835,38.51337252,0
13261,New York,43.0502691,-76.154009,1,100,0,0,0,0,670,670,167.5,169259.8317,61.85071022,0
13290,New York,43.06867443,-76.17346335,3,75,123,104,0,67,7588,7882,1970.5,2145275.343,783.9237595,0
13319,New York,43.02736446,-75.27021666,314,79.69543147,980,5418,3421,3710,3809,17338,4334.5,4647587.719,1698.315533,0
13323,New York,43.05457573,-75.37719195,856,84.66864491,5187,16833,11642,11634,10544,55840,13960,1.50E+07,5473.077922,5
13340,New York,43.04543447,-75.1134533,803,86.15879828,6583,16716,13073,10579,40002,86953,21738.25,2.36E+07,8627.700058,0
13354,New York,43.25467555,-75.2638658,6,100,0,57,56,34,0,147,36.75,39253.69021,14.34403304,0
13403,New York,43.1638324,-75.26795304,1693,89.24617818,13285,34540,33757,32241,96626,210449,52612.25,5.75E+07,20995.92939,0
13413,New York,43.06644211,-75.28895236,5651,86.18270551,33531,102267,84423,83775,224685,528681,132170.25,1.43E+08,52155.20232,3
13417,New York,43.10096784,-75.29332744,1116,88.22134387,6550,19312,18162,13523,48087,105634,26408.5,2.87E+07,10497.11159,1
13424,New York,43.15351885,-75.34709029,779,83.58369099,3019,9371,11493,8360,13637,45880,11470,1.23E+07,4481.190916,1
13456,New York,43.00322135,-75.25805959,460,84.24908425,3610,8630,9560,8756,1285,31841,7960.25,8477706.931,3097.912774,0
13492,New York,43.11635978,-75.3153485,4110,87.2611465,22975,66667,50767,55395,46641,242445,60611.25,6.46E+07,23593.65738,2
13495,New York,43.1116852,-75.27555768,870,88.41463415,3722,12121,10770,7408,18157,52178,13044.5,1.41E+07,5153.451965,0
13501,New York,43.08567348,-75.23276452,9961,90.19377037,26912,166460,105807,55973,199714,554866,138716.5,1.51E+08,55025.75218,6
13502,New York,43.11304074,-75.21987304,9937,86.74814491,32898,127187,131921,91515,291493,675014,168753.5,1.83E+08,66709.99415,1
13504,New York,43.09555521,-75.1918186,6,100,224,471,21,0,13520,14236,3559,3980943.993,1454.711439,0
13601,New York,43.9744074,-75.90901179,5590,57.86150502,20598,73993,57052,55939,378592,586174,146543.5,1.64E+08,59814.94377,3
13602,New York,44.03865241,-75.77413813,137,90.72847682,6871,9147,6101,7080,29592,58791,14697.75,1.64E+07,6008.552499,0
13603,New York,44.03665643,-75.80708842,722,94.5026178,8595,20555,9679,10759,20895,70483,17620.75,1.97E+07,7207.163606,0
13612,New York,44.00707428,-75.78417877,25,64.1025641,134,213,318,290,262,1217,304.25,328168.0751,119.9187564,0
13616,New York,44.02823244,-75.84726223,158,75.59808612,990,2002,4202,3472,4528,15194,3798.5,4229714.734,1545.616923,0
13634,New York,44.00889548,-76.04034276,26,66.66666667,23,630,393,480,1711,3237,809.25,922060.9878,336.9383414,0
13637,New York,44.06449291,-75.83035031,338,95.48022599,3744,7403,7236,8157,24557,51097,12774.25,1.43E+07,5240.934676,1
13638,New York,44.02040252,-75.76135797,3,100,0,16,54,85,0,155,38.75,39315.67982,14.3666852,0
13748,New York,42.04918246,-75.81304866,24,72.72727273,120,450,418,481,1873,3342,835.5,927453.6762,338.9089307,0
13760,New York,42.11483697,-76.05575885,9956,84.89085948,29693,135036,96328,118120,268857,648034,162008.5,1.78E+08,64976.86185,13
13790,New York,42.12778441,-75.96887823,4823,84.0097544,10619,57502,39801,46240,159470,313632,78408,8.72E+07,31846.70773,2
13795,New York,42.06705565,-75.79304785,287,79.72222222,2360,5149,3466,4248,60359,75582,18895.5,2.11E+07,7705.703085,0
13827,New York,42.1131956,-76.24867758,1,100,0,14,32,33,0,79,19.75,20120.7943,7.3525148,0
13850,New York,42.07316934,-76.02255862,2644,81.60493827,17129,55474,30923,35969,265332,404827,101206.75,1.12E+08,40792.46493,13
13901,New York,42.15414689,-75.88308532,2432,77.62527929,5209,29367,24363,26180,156684,241803,60450.75,6.66E+07,24324.52416,5
13903,New York,42.07720737,-75.90053607,3293,76.65270019,8539,50355,20277,27354,62926,169451,42362.75,4.61E+07,16828.04476,8
13904,New York,42.11869774,-75.8574986,1938,79.36117936,3437,23293,14324,19439,139832,200325,50081.25,5.55E+07,20289.01472,14
13905,New York,42.1182285,-75.93204464,5988,79.5007966,9973,76218,45283,38893,179017,349384,87346,9.61E+07,35122.40573,10
14004,New York,42.8975661,-78.52555017,4,100,0,78,86,166,11,341,85.25,93415.77239,34.13587152,0
14026,New York,42.94079655,-78.68614129,390,79.42973523,1121,5702,5142,6411,12816,31192,7798,8472668.708,3096.071713,2
14031,New York,42.98257304,-78.61628208,446,85.11450382,2124,7209,5836,6536,16259,37964,9491,1.03E+07,3764.47072,1
14032,New York,43.03070409,-78.63894273,775,92.26190476,3768,18586,11555,13429,6246,53584,13396,1.48E+07,5407.198263,1
14043,New York,42.90498764,-78.70278609,9700,92.75196022,67203,147550,89905,128278,341997,774933,193733.25,2.13E+08,77909.53374,17
14051,New York,43.02892045,-78.70469177,6381,83.96052632,15718,131298,68369,87697,54213,357295,89323.75,9.66E+07,35285.98699,47
14052,New York,42.76908524,-78.60832524,3489,68.6540732,9092,64897,32151,41688,100470,248298,62074.5,6.64E+07,24268.82586,12
14059,New York,42.83474387,-78.63995882,3797,78.97254576,14527,76543,43900,56646,77252,268868,67217,7.24E+07,26449.55973,19
14068,New York,43.02335175,-78.75388267,1864,84.07758232,9236,40323,19200,23576,69696,162031,40507.75,4.39E+07,16043.50846,31
14072,New York,43.01821513,-78.9567489,5910,87.86797502,26901,107855,70951,83411,112204,401322,100330.5,1.09E+08,39716.62504,35
14075,New York,42.73530786,-78.84096017,3576,89.84924623,21384,51806,37679,48219,95793,254881,63720.25,6.95E+07,25400.33152,8
14086,New York,42.90015677,-78.65542665,11802,89.85838282,40365,207289,117786,157132,234606,757178,189294.5,2.07E+08,75776.61933,46
14092,New York,43.17325097,-79.0182489,3536,76.20689655,17258,68533,36589,45211,40563,208154,52038.5,5.55E+07,20284.92794,20
14094,New York,43.15705634,-78.69175282,12551,83.11370108,70350,203362,121037,162183,371851,928783,232195.75,2.55E+08,93072.29602,43
14120,New York,43.05689413,-78.85748665,16191,84.41605839,66710,254152,157682,200466,321553,1000563,250140.75,2.72E+08,99322.12065,40
14127,New York,42.76376052,-78.74806263,6845,83.86424896,33435,138675,79236,103757,316550,671653,167913.25,1.83E+08,66806.10559,23
14131,New York,43.21033567,-78.90468568,137,93.19727891,832,3038,1223,1468,454,7015,1753.75,1875362.758,685.2926494,1
14132,New York,43.14597104,-78.87517008,2733,85.48639349,16440,48906,37896,45116,96801,245159,61289.75,6.68E+07,24416.51928,1
14150,New York,43.00084421,-78.86048375,16519,89.71378917,80048,199643,144532,188757,645589,1258569,314642.25,3.45E+08,126107.6757,39
14174,New York,43.2337912,-79.02757503,7,77.77777778,19,96,148,72,0,335,83.75,87017.30909,31.79775328,0
14201,New York,42.89745818,-78.88409999,2307,92.39086904,3415,37608,10536,22919,53032,127510,31877.5,3.49E+07,12754.04776,6
14202,New York,42.89663924,-78.87662171,675,90.72580645,1776,10384,5444,5302,85553,108459,27114.75,2.93E+07,10719.2099,3
14203,New York,42.89959284,-78.86339171,500,88.96797153,5565,14257,5488,4849,175910,206069,51517.25,5.68E+07,20618.91677,5
14204,New York,42.88505126,-78.86040369,2235,89.43577431,7299,37876,18360,18334,155857,237726,59431.5,6.55E+07,23916.92419,2
14206,New York,42.88065477,-78.80806988,8438,93.21696863,13310,128552,43959,60390,317959,564170,141042.5,1.57E+08,57273.55088,18
14207,New York,42.94971759,-78.89721931,6740,89.37806657,9092,102524,54034,51732,345791,563173,140793.25,1.56E+08,57046.5066,10
14208,New York,42.91542686,-78.8507483,2903,83.75649163,1460,24753,19562,44144,50333,140252,35063,3.70E+07,13524.73644,3
14209,New York,42.91522218,-78.86668491,1735,84.06007752,1395,22528,9979,15244,86861,136007,34001.75,3.69E+07,13469.40848,9
14210,New York,42.8619881,-78.82172199,4748,88.98050975,6496,57154,30730,46229,146826,287435,71858.75,7.85E+07,28701.0037,6
14211,New York,42.90910685,-78.8192788,7765,89.85188614,6130,133710,25679,54514,154253,374286,93571.5,1.03E+08,37604.90783,13
14212,New York,42.89491361,-78.81804852,4203,93.02788845,6687,82627,16630,27545,85151,218640,54660,6.04E+07,22069.28197,7
14213,New York,42.91660015,-78.89029763,5876,87.49255509,3497,86016,21691,54347,108840,274391,68597.75,7.42E+07,27114.63179,8
14214,New York,42.94220283,-78.83732747,4943,82.81119115,5172,55339,36958,40129,104741,242339,60584.75,6.57E+07,23995.6701,16
14215,New York,42.93435677,-78.81069528,12769,90.65672701,12912,149395,86796,129962,156394,535459,133864.75,1.45E+08,52912.33611,8
14216,New York,42.95033887,-78.85924452,6508,90.40144465,6841,92454,48932,67577,132002,347806,86951.5,9.54E+07,34848.65165,14
14217,New York,42.96918512,-78.87366721,8432,91.22579249,11839,75560,71028,93177,187484,439088,109772,1.19E+08,43645.38033,11
14218,New York,42.81834792,-78.81802943,6394,88.10803362,29235,92163,54119,78114,142081,395712,98928,1.08E+08,39464.48415,3
14219,New York,42.78977904,-78.82171403,4415,85.87823381,22347,61080,39671,55917,177770,356785,89196.25,9.80E+07,35798.3711,8
14220,New York,42.8438191,-78.81740553,7713,85.9674543,8463,75943,48714,80812,100355,314287,78571.75,8.45E+07,30878.39713,3
14221,New York,42.98151931,-78.73014765,17912,88.65571174,92074,313728,222710,303772,509262,1441546,360386.5,3.91E+08,142798.3842,115
14222,New York,42.91703441,-78.87738783,2364,80.62755798,1735,35221,8224,18059,56962,120201,30050.25,3.24E+07,11853.63426,16
14223,New York,42.97277547,-78.84473574,8697,88.16909976,20773,103275,51204,66173,117345,358770,89692.5,9.79E+07,35785.50798,10
14224,New York,42.83559722,-78.75095599,15280,89.28362744,75445,227804,158565,202923,403236,1067973,266993.25,2.91E+08,106356.6612,30
14225,New York,42.92887154,-78.7601358,13477,90.46180695,57115,163869,101293,134816,598406,1055499,263874.75,2.93E+08,106906.9336,11
14226,New York,42.96711758,-78.798307,9605,83.9011181,23769,117060,80818,103378,293727,618752,154688,1.69E+08,61699.33408,33
14227,New York,42.87900395,-78.74177007,8495,95.61057963,69357,130413,81750,110717,343067,735304,183826,2.03E+08,74275.05588,12
14228,New York,43.03012195,-78.79512674,5738,91.16619002,42390,105954,78829,89956,306686,623815,155953.75,1.70E+08,62283.20175,22
14240,New York,42.88729862,-78.82184674,25,96.15384615,5,41,1137,272,58190,59645,14911.25,1.69E+07,6166.982362,0
14241,New York,42.95422227,-78.7421537,15,75,56,354,238,222,46,916,229,247000.5318,90.25861697,0
14260,New York,42.87116749,-78.85949343,8,72.72727273,0,0,98,13,350,461,115.25,124479.0267,45.48696601,0
14263,New York,42.8979973,-78.8659542,1,100,0,0,0,0,697,697,174.25,185251.6494,67.6944197,0
14301,New York,43.09588099,-79.03915216,3993,80.82995951,5147,41705,14974,28316,72650,162792,40698,4.42E+07,16146.30208,7
14303,New York,43.0876005,-79.03355288,2147,79.93298585,5077,26687,11387,21177,125049,189377,47344.25,5.18E+07,18929.66845,3
14304,New York,43.09160787,-78.95931134,10842,80.96482712,47526,160681,103019,133823,438420,883469,220867.25,2.42E+08,88348.14791,22
14305,New York,43.11516238,-79.03476767,5791,76.81390105,18262,64161,39732,61372,137168,320695,80173.75,8.70E+07,31802.56556,10
14428,New York,43.08896509,-77.85567694,547,91.77852349,3210,12941,7385,7865,3966,35367,8841.75,9734298.778,3557.094952,0
14445,New York,43.11231502,-77.48846774,2035,67.76556777,4988,27887,19219,12161,83160,147415,36853.75,4.06E+07,14824.59477,3
14450,New York,43.0894002,-77.43275255,9843,78.48656407,20699,176136,125414,123562,186411,632222,158055.5,1.71E+08,62626.5784,16
14467,New York,43.04872421,-77.61136405,2524,90.20729092,16242,52972,34914,33428,75867,213423,53355.75,5.89E+07,21513.3096,8
14468,New York,43.2923724,-77.79105754,5789,86.5192049,25043,111414,72631,84762,55428,349278,87319.5,9.49E+07,34660.29927,17
14472,New York,42.96571082,-77.57514527,49,90.74074074,36,1260,679,452,0,2427,606.75,649325.4118,237.2756577,1
14506,New York,42.99801254,-77.50376494,1,50,0,0,12,0,0,12,3,3043.92782,1.112308193,0
14514,New York,43.11038761,-77.79912767,1959,90.02757353,5472,39339,24613,25143,30995,125562,31390.5,3.48E+07,12709.05567,3
14526,New York,43.14225838,-77.45624817,6488,82.40823066,14463,121547,77652,80676,62757,357095,89273.75,9.66E+07,35286.6272,16
