2. TRIFD,3. FRS ID,30. CHEMICAL,33. CLEAN AIR ACT CHEMICAL,37. CARCINOGEN,40. 5.1 - FUGITIVE AIR,42. 5.3 - WATER,54. ON-SITE RELEASE TOTAL
64120HWTHR8700H,110017410942,AMMONIA,NO,NO,598,0,1476
48054DTRTD4505K,110017414038,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,150,23270
48054DTRTD4505K,110017414038,COPPER COMPOUNDS,NO,NO,0,61,34201
80549RWHDN2700E,110000607148,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,70.58
17832FSTRWMARIO,110007026306,BERYLLIUM COMPOUNDS,YES,YES,0.03,0,16611.0638
00785SPRTRKM142,110012141805,AMMONIA,NO,NO,170,0,170090
75691MRTNL8850F,110043787220,LEAD  and LEAD COMPOUNDS,YES,NO,0.3,0.1,31010.6
75691MRTNL8850F,110043787220,ZINC COMPOUNDS,NO,NO,1,1,64821
47620SGCBB8511W,110044891150,LEAD COMPOUNDS,YES,NO,0,21.1,9443.5
47620SGCBB8511W,110044891150,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,1
48054DTRTD4505K,110017414038,NICKEL COMPOUNDS,YES,YES,0,80,27240
75686WLSHPFM173,110013349947,ZINC COMPOUNDS,NO,NO,5,66,7853
75691MRTNL8850F,110043787220,COPPER  and COPPER COMPOUNDS,NO,NO,1,1,118348
74053NRTHSJCTHW,110000750740,MANGANESE COMPOUNDS,YES,NO,250,680,18370
42452RDGRN9000H,110000591422,BARIUM COMPOUNDS,NO,NO,0,0,157712
75691MRTNL8850F,110043787220,BARIUM  and BARIUM COMPOUNDS,NO,NO,13,1,1566771
17370BRNNRWAGOR,110000601778,MANGANESE COMPOUNDS,YES,NO,5,0,3218
96727HMKNR45300,110008062265,XYLENE (MIXED ISOMERS),YES,NO,0,0,30
52151LNSNG2320P,110015649592,BARIUM COMPOUNDS,NO,NO,102,999,37253
71447CLCCR275RO,110000450627,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
7183WJHNWT3711H,110028925581,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,1070
7183WJHNWT3711H,110028925581,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
29445WLLMS2242B,110000353509,MANGANESE COMPOUNDS,YES,NO,152,32656,32938
1214WMPRGN75RIV,110020996083,AMMONIA,NO,NO,12,0,11999
74053NRTHSJCTHW,110000750740,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,6857
58554RMHSKHWY18,110022356591,MANGANESE COMPOUNDS,YES,NO,0,5,32123
37066STVGL1499S,110000493136,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,16000
47670PSNRGHWY64,110000592813,THALLIUM COMPOUNDS,NO,NO,0,0,86347
79371STHWS8MISW,110000600056,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,11.5,0,146.1
68801PLTTG1035W,110000448249,BARIUM  and BARIUM COMPOUNDS,NO,NO,0,0,921
40310KNTCKCURDS,110000872397,NAPHTHALENE,YES,YES,0,0,16.2
47670PSNRGHWY64,110000592813,MANGANESE COMPOUNDS,YES,NO,23,0,512993
54632DRYLNS4651,110000422597,VANADIUM COMPOUNDS,NO,NO,0,0,21.2
52501TTMWG20775,110000415202,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,15380
00785SPRTRKM142,110012141805,HYDROGEN FLUORIDE,YES,NO,8,0,7852
58554RMHSKHWY18,110022356591,ZINC COMPOUNDS,NO,NO,0,34,73486
96707SHWNC91086,110027164164,AMMONIA,NO,NO,536,0,37688
45620MRCNL7397N,110043788327,COBALT  and COBALT COMPOUNDS,YES,NO,259,8.2,74322.2
29436CRSSG553CR,110000499764,HYDROGEN FLUORIDE,YES,NO,0,0,18000
58523TTRTL62401,110000428378,MERCURY COMPOUNDS,YES,NO,0.1597,6.5405,283.1601
47567NDNPLRRTE1,110037247912,ZINC COMPOUNDS,NO,NO,0,454,1866
40272LSVLL14660,110000378733,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,664040
82637PCFCR1591T,110013320245,VANADIUM COMPOUNDS,NO,NO,216,0,45954
40272LSVLL14660,110000378733,LEAD COMPOUNDS,YES,NO,0.3,0,31742.6
8271WBSNLC1246N,110039589585,LEAD  and LEAD COMPOUNDS,YES,NO,5,0,10
75650HWPRK2400F,110000458282,AMMONIA,NO,NO,250,0,1880
83101NGHTN5MISO,110042054013,BARIUM COMPOUNDS,NO,NO,4983,67,314675
48917LNSNG3725S,110040958425,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,400721.6
61607DDWRD7800S,110000438125,VANADIUM COMPOUNDS,NO,NO,0,175.679,3810.416
83101NGHTN5MISO,110042054013,LEAD COMPOUNDS,YES,NO,131.9,0.4,7059.2
75650HWPRK2400F,110000458282,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,63100
61607DDWRD7800S,110000438125,COPPER COMPOUNDS,NO,NO,0,0,2699.409
29436CRSSG553CR,110000499764,VANADIUM COMPOUNDS,NO,NO,5,0,31795
39552MSSSSHWY63,110040875666,AMMONIA,NO,NO,270,0,88296
8271WBSNLC1246N,110039589585,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,55,0,81
22942GRDNS115RE,110000341489,NAPHTHALENE,YES,YES,0,0,0
25213JHNMS1530W,110042086505,MANGANESE COMPOUNDS,YES,NO,250,36000,53813
66104NRMNC4240N,110000445340,VANADIUM COMPOUNDS,NO,NO,2.39,0,42.17
33004FLRDPGRIFF,110002044065,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,14.01
53142PLSNT80009,110000417433,LEAD COMPOUNDS,YES,NO,0,6,231
3102WGRNPW79PAP,110064025102,ZINC COMPOUNDS,NO,NO,0,0,265.52
62540KNCDG4MILE,110000602125,BARIUM COMPOUNDS,NO,NO,11.878,80.755,599.647
68410MHPBLRR3XX,110000606489,ZINC COMPOUNDS,NO,NO,1,10,55832
66104NRMNC4240N,110000445340,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,7166.308
15927CLVRP141IN,110001147786,AMMONIA,NO,NO,0,0,4577
85936CRNDG7MINE,110017431242,MERCURY COMPOUNDS,YES,NO,0,0,44.2
70669NTRGY3500H,110003271049,ETHYLBENZENE,YES,YES,0,0,0
37763STVKNSWANP,110000372631,HYDROGEN FLUORIDE,YES,NO,0,0,6900
48054DTRTD4505K,110017414038,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,38000
63028RSHSL100BI,110000440210,MANGANESE COMPOUNDS,YES,NO,4,0,2817
48054DTRTD4505K,110017414038,MERCURY COMPOUNDS,YES,NO,0,0.22,294.54
10009CNSLD801E1,110000322623,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.07
66104NRMNC4240N,110000445340,N-HEXANE,YES,NO,0,0,112.65
26739MTSTRHC76B,110007876637,ZINC COMPOUNDS,NO,NO,0,1,74002
43961FRSTNSTATE,110000591609,VANADIUM COMPOUNDS,NO,NO,10,41,2844
48054DTRTD4505K,110017414038,NICKEL COMPOUNDS,YES,YES,0,41,24171
84513PCFCR3MILE,110000600608,HYDROGEN FLUORIDE,YES,NO,0,0,21380
53142PLSNT80009,110000417433,MANGANESE COMPOUNDS,YES,NO,0,27,9857
53142PLSNT80009,110000417433,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,39000
62953LCTRC2100P,110043786249,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
71447CLCCR275RO,110000450627,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,272,0,54158
75846LMSTNFM39A,110000608245,MANGANESE COMPOUNDS,YES,NO,19,0,157302
75846LMSTNFM39A,110000608245,COPPER COMPOUNDS,NO,NO,0,0,51158
14012SSMRS7725L,110000326371,AMMONIA,NO,NO,0,7747,7865
47567NDNPLRRTE1,110037247912,BARIUM COMPOUNDS,NO,NO,0,0,190
43913CRDNL306CO,110000605426,BARIUM COMPOUNDS,NO,NO,5,3,510293
41091CGGSTRT338,110006497585,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,58000
41091CGGSTRT338,110006497585,HYDROGEN FLUORIDE,YES,NO,0,0,5000
00821VRGNSESTAT,110000602866,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,7.2,14.2
41091CGGSTRT338,110006497585,MERCURY COMPOUNDS,YES,NO,0,0,240
26505MRGNT555BE,110000344903,LEAD COMPOUNDS,YES,NO,0,0,16.5
26574MRCNBRTE17,110007881998,BARIUM  and BARIUM COMPOUNDS,NO,NO,14,13,34036
30170WNSLYGEORG,110046233919,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,3100,32560
26739MTSTRHC76B,110007876637,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,58270
37763STVKNSWANP,110000372631,MANGANESE COMPOUNDS,YES,NO,35,3200,43665
35186LBMPWHWY25,110000589097,LEAD COMPOUNDS,YES,NO,0,11.6,844.2
27573MYLCT10660,110057382666,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,137.3
78263WSMMR9599G,110000464916,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,17900
96950CMMNWINDUS,110024539070,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,11854.2
75691MRTNL8850F,110043787220,VANADIUM COMPOUNDS,NO,NO,2,0,182915
27573MYLCT10660,110057382666,HYDROGEN FLUORIDE,YES,NO,0,0,410
23323CMMNW2837S,110001890053,NAPHTHALENE,YES,YES,0,0,0
52501TTMWG20775,110000415202,ZINC COMPOUNDS,NO,NO,5,27,2804
52501TTMWG20775,110000415202,"BENZO(G,H,I)PERYLENE",YES,NO,0.1,0,0.2
33805CDMCN3030E,110000364882,HYDROGEN FLUORIDE,YES,NO,0,0,10898
33805CDMCN3030E,110000364882,LEAD COMPOUNDS,YES,NO,0,0,305.1
33805CDMCN3030E,110000364882,MERCURY,YES,NO,0,0,3.97
54303PLLMP1530N,110000421534,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0.1,0,1
7759WBLNCH2415T,110028042188,NITRATE COMPOUNDS,NO,NO,0,0,0
81626TRSTT2201R,110041086393,AMMONIA,NO,NO,12200,0,12240
7759WBLNCH2415T,110028042188,NICKEL  and NICKEL COMPOUNDS,YES,YES,0,0,51
7759WBLNCH2415T,110028042188,VANADIUM COMPOUNDS,NO,NO,0,0,0
74951SSHDY3MILE,110056955460,MANGANESE COMPOUNDS,YES,NO,2,0,143
15748MHMRC1750P,110000330339,BARIUM COMPOUNDS,NO,NO,22,595,31780
52761MSCTN1700I,110000415827,LEAD  and LEAD COMPOUNDS,YES,NO,1.5,0,28.88
35186LBMPWHWY25,110000589097,MERCURY COMPOUNDS,YES,NO,0,0.1,36.4
40006LSVLL487CO,110000377814,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0.71,40.42,33191.56
32177SMNLGUSHWY,110041142304,COBALT  and COBALT COMPOUNDS,YES,NO,0,0,27063
7759WBLNCH2415T,110028042188,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0
31046SCHRR10986,110007356066,VANADIUM COMPOUNDS,NO,NO,0,0,61230
80723PBLCS14940,110000600234,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0.373,0,1.823
62707CTYWT3100S,110056956281,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,58,20345
99743HLYPW25MIL,110000602250,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,0,0,14130
17931WHLBRMOREA,110014012157,SELENIUM  and SELENIUM COMPOUNDS,YES,NO,0,0,0.23
8982WNWMNT91DUN,110039075675,AMMONIA,NO,NO,5,0,17030.12
62707CTYWT3100S,110056956281,LEAD  and LEAD COMPOUNDS,YES,NO,0,66,2972
58530MLTNR34012,110000428387,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.12
2732WDKNRG24ERB,110025240996,NAPHTHALENE,YES,YES,0,0,0
18240PNTHRRTE54,110030471610,AMMONIA,NO,NO,0,0,380
47250CLFTY1335C,110000402314,MERCURY,YES,NO,0,48.9,273.9
21502SWRRR11600,110000551055,BARIUM  and BARIUM COMPOUNDS,NO,NO,2.2,89.16,113.36
40310KNTCKCURDS,110000872397,MANGANESE COMPOUNDS,YES,NO,0.5,18645,62064
58571LLNDL3901H,110000595099,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,9,21,137
29440WNYHG661ST,110000353457,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,36000
26041KMMRPRTE2X,110013725077,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.1
32226STJHN11201,110000362134,AMMONIA,NO,NO,32323,26.34,54028.34
58571LLNDL3901H,110000595099,N-HEXANE,YES,NO,9,0,205
58571LLNDL3901H,110000595099,VANADIUM COMPOUNDS,NO,NO,2,0,292
6225WPRRST1739N,110044852068,COBALT  and COBALT COMPOUNDS,YES,NO,0,0,122337.1
23005DSWLL10098,110017409286,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,612
47882MRMGNHWY54,110000592831,AMMONIA,NO,NO,1,2516,54950
32831STNTN5100S,110025384368,MERCURY COMPOUNDS,YES,NO,0,0,179.04
26134PLSNTNO1PO,110038775536,HYDROGEN FLUORIDE,YES,NO,0,0,14000
42086STVSH7900M,110000493305,MANGANESE COMPOUNDS,YES,NO,13,26,85409
42086STVSH7900M,110000493305,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,2500
42086STVSH7900M,110000493305,HYDROGEN FLUORIDE,YES,NO,0,0,160000
79108STHWSNLAKE,110042010999,VANADIUM COMPOUNDS,NO,NO,15.3,0,332
78263WSMMR9599G,110000464916,AMMONIA,NO,NO,18560,441,72941
47928PSCYG3300N,110000404349,AMMONIA,NO,NO,980,1100,2080
87416FRCRNCOUNT,110042068473,BARIUM COMPOUNDS,NO,NO,32,494.4,589605.4
28704SHVLL200CP,110000587071,ZINC COMPOUNDS,NO,NO,2,30000,54312
84624NTRMN850BR,110000470053,MANGANESE COMPOUNDS,YES,NO,5,0,92255
66040LCYGNRR1BO,110000747988,COPPER COMPOUNDS,NO,NO,2,0,25531
17981WSTWDUSRTE,110010970235,COPPER COMPOUNDS,NO,NO,1,0,5183
57216BGSTN48450,110011493437,MERCURY  and MERCURY COMPOUNDS,YES,NO,0.211,0,153.021
54806NRTHR122N1,110000422846,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,40,0,52
41045KNTCKUS42P,110000874224,NICKEL COMPOUNDS,YES,YES,0.96,974.21,192682.74
2428WVRGNC3425R,110055497779,HYDROGEN FLUORIDE,YES,NO,0,0,453
26366HRRSNRTE20,110000586125,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,1,0,141071
18237NRTHSRTE30,110000584421,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,37431
2654WLNGVW1375F,110040576267,MANGANESE COMPOUNDS,YES,NO,0,0,250.8
2654WLNGVW1375F,110040576267,AMMONIA,NO,NO,0,0,225.8
62448MRNCR6725N,110000439393,MERCURY COMPOUNDS,YES,NO,0,8.467,174.571
62448MRNCR6725N,110000439393,VANADIUM COMPOUNDS,NO,NO,0,295.048,33290.87
74651SNRGNHWY15,110000598611,ZINC COMPOUNDS,NO,NO,0,39.6,1509.925
64120HWTHR8700H,110017410942,MANGANESE COMPOUNDS,YES,NO,3,0,51
68901WHLNNEHWY6,110001505602,AMMONIA,NO,NO,0,0,1973.57
66040LCYGNRR1BO,110000747988,NICKEL COMPOUNDS,YES,YES,1,0,11269
32226STJHN11201,110000362134,"BENZO(G,H,I)PERYLENE",YES,NO,0.00042,0,0.15842
41045KNTCKUS42P,110000874224,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,6.8
41045KNTCKUS42P,110000874224,VANADIUM COMPOUNDS,NO,NO,1.57,0,319012.63
03801PBLCSGOSLI,110000602991,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,50.6
2428WVRGNC3425R,110055497779,BARIUM COMPOUNDS,NO,NO,0,5.9,268369.9
26366HRRSNRTE20,110000586125,BERYLLIUM COMPOUNDS,YES,YES,0,0,11056
30080MCDNG5551S,110000355972,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,0
72562NRGYN555PO,110000452705,MANGANESE COMPOUNDS,YES,NO,78,0,40438
72562NRGYN555PO,110000452705,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,28,61,14319
7668WSNDYC2161R,110035106113,ZINC COMPOUNDS,NO,NO,0,3.8,41244.8
32226STJHN11201,110000362134,NICKEL COMPOUNDS,YES,YES,8.16,3641.18,69446.34
26041KMMRPRTE2X,110013725077,ARSENIC COMPOUNDS,YES,NO,5,3,41092
28461CGNTR1281C,110043787783,BARIUM  and BARIUM COMPOUNDS,NO,NO,37.7,7.95,609.65
2654WLNGVW1375F,110040576267,NICKEL COMPOUNDS,YES,YES,0,0,202.3
32226STJHN11201,110000362134,MANGANESE COMPOUNDS,YES,NO,5.1,1196.95,19272.05
7668WSNDYC2161R,110035106113,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,443
11232GWNSG29THS,110010433977,NAPHTHALENE,YES,YES,0,0,2.2
07032KRNYGHACKE,110006367528,ETHYLBENZENE,YES,YES,0,0,102
53082DGWTR3739L,110000416871,BARIUM COMPOUNDS,NO,NO,117,2074,3585
61554NCRNC13082,110000438027,VANADIUM COMPOUNDS,NO,NO,2,0,152
51501CNCLB2115N,110056965280,LEAD COMPOUNDS,YES,NO,1,1,15788
47250CLFTY1335C,110000402314,LEAD  and LEAD COMPOUNDS,YES,NO,3.5,93.4,41779.9
19022DDYSTNO1IN,110000817493,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.2
71052CLCCR963PO,110000450155,NICKEL COMPOUNDS,YES,YES,0,177,9150
23836CHSTR500CO,110000342530,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
65244THMSHRTE1B,110000444243,AMMONIA,NO,NO,0,0,176960
84624NTRMN850BR,110000470053,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,15000
26541FRTMRRTE53,110043799501,HYDROGEN FLUORIDE,YES,NO,0,0,11000
23836CHSTR500CO,110000342530,COPPER COMPOUNDS,NO,NO,0,340,24357
15944SWRDS595PL,110006623519,COBALT COMPOUNDS,YES,NO,0,5,9
85606RZNLCHWY19,110043804390,MERCURY,YES,NO,0,0,62.771
14882SCYGL228MI,110000328547,BARIUM COMPOUNDS,NO,NO,0,44.73,1308.54
52601LLNTN4282S,110000415355,MANGANESE COMPOUNDS,YES,NO,12,1458,6481
18240PNTHRRTE54,110030471610,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,3,44,58
7668WSNDYC2161R,110035106113,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,2004
37857STVJHOLDHW,110000607530,AMMONIA,NO,NO,0,0,36000
33316FPLPR8100E,110055206584,AMMONIA,NO,NO,0,0,61603
00804VRGNSKRUMB,110000580960,LEAD COMPOUNDS,YES,NO,0,0.04,11.04
96782WGNRT475KA,110000486420,AMMONIA,NO,NO,0,0,59000
51501CNCLB2115N,110056965280,ZINC COMPOUNDS,NO,NO,2,65,47976
52601LLNTN4282S,110000415355,VANADIUM COMPOUNDS,NO,NO,1,0,2914
47882MRMGNHWY54,110000592831,COPPER  and COPPER COMPOUNDS,NO,NO,7,0,53582
2428WVRGNC3425R,110055497779,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,10700
78263WSMMR9599G,110000464916,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,82,0,98857
41045KNTCKUS42P,110000874224,NAPHTHALENE,YES,YES,0,0,37.58
58576GRTRV28753,110000494563,CHLORINE,YES,NO,0,0,0
61327LLNVCRR1XX,110006166139,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,712.82
58576GRTRV28753,110000494563,MANGANESE COMPOUNDS,YES,NO,8,10,742818
96766KPWRP4941K,110015679050,AMMONIA,NO,NO,0,0,4000
58576GRTRV28753,110000494563,BARIUM COMPOUNDS,NO,NO,30,21,2103711
64098TNGNR20250,110042630542,LEAD COMPOUNDS,YES,NO,0.3,0,8507.1
66040LCYGNRR1BO,110000747988,AMMONIA,NO,NO,16185,0,16264
58576GRTRV28753,110000494563,ANTIMONY COMPOUNDS,YES,NO,1,0,86843
64098TNGNR20250,110042630542,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,3145
24534CLVRPRTE92,110007008175,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,22,33723
28461CGNTR1281C,110043787783,ZINC COMPOUNDS,NO,NO,2894,306,38325
26541FRTMRRTE53,110043799501,COPPER COMPOUNDS,NO,NO,1,23,21214
35130LBMPW4250P,110043792651,MANGANESE COMPOUNDS,YES,NO,0,234,65644
77481WPRSHYUJON,110000608254,VANADIUM COMPOUNDS,NO,NO,0,0,65936
45144DYTNP745US,110070135391,BARIUM COMPOUNDS,NO,NO,0,1713,144418
15944SWRDS595PL,110006623519,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,1,30
15944SWRDS595PL,110006623519,COPPER COMPOUNDS,NO,NO,1,2,38
27052DKNRGPINEH,110000604141,NICKEL COMPOUNDS,YES,YES,1,71,21642
28461CGNTR1281C,110043787783,COPPER  and COPPER COMPOUNDS,NO,NO,84,20.6,1204.6
2428WVRGNC3425R,110055497779,MERCURY COMPOUNDS,YES,NO,0,0.01,320.07
19022DDYSTNO1IN,110000817493,"1,2,4-TRIMETHYLBENZENE",NO,NO,0,0,0
18240PNTHRRTE54,110030471610,MERCURY,YES,NO,0,0,0.1
72006RKNSSHWY33,110043797077,POLYCYCLIC AROMATIC COMPOUNDS,YES,YES,0,0,0.09
47620SGCBB8511W,110044891150,NICKEL COMPOUNDS,YES,YES,0.7,62,24112.7
58530MLTNR34012,110000428387,ARSENIC  and ARSENIC COMPOUNDS,YES,NO,0,0,82158
51501CNCLB2115N,110056965280,AMMONIA,NO,NO,0,0,29271
20842DCKRS21200,110000339303,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,10864
62707CTYWT3100S,110056956281,AMMONIA,NO,NO,0,0,35
6225WPRRST1739N,110044852068,BERYLLIUM  and BERYLLIUM COMPOUNDS,YES,YES,0,0,89077.5
27870RSMRY12THS,110001483261,N-HEXANE,YES,NO,0,0,0
63055LBDPWNO10L,110000440470,BARIUM COMPOUNDS,NO,NO,0,12,2433824
31046SCHRR10986,110007356066,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,3900,20080
51501CNCLB2115N,110056965280,BARIUM COMPOUNDS,NO,NO,89,751,2107100
47620SGCBB8511W,110044891150,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,1.5,12,27373.5
82637PCFCR1591T,110013320245,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,87,526,18463
08016BRLNGWBROA,110000582012,NAPHTHALENE,YES,YES,0,0,5.5
11105STRGN18012,110002093109,"BENZO(G,H,I)PERYLENE",YES,NO,0,0,0.01
28012DKNRG253PL,110000348008,NAPHTHALENE,YES,YES,0,0,0
45144DYTNP745US,110070135391,COPPER COMPOUNDS,NO,NO,0,92,34216
15944CNMGHRTE20,110000538801,LEAD COMPOUNDS,YES,NO,1.7,6.8,23767.7
46360NRTHRWABAS,110000592154,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),YES,NO,0,0,5548
71447CLCCR275RO,110000450627,COPPER COMPOUNDS,NO,NO,1,33,3040
6225WPRRST1739N,110044852068,VANADIUM COMPOUNDS,NO,NO,0,0,1456321.2
28012DKNRG253PL,110000348008,AMMONIA,NO,NO,1400,240,1640
42519CPRPW1247S,110041007166,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,960
29044STHCR142WA,110015337198,ZINC COMPOUNDS,NO,NO,50,0,17431
96782WGNRT475KA,110000486420,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS"" ONLY)""",NO,NO,0,0,150000
58530MLTNR34012,110000428387,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,42985
17931WHLBRMOREA,110014012157,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,40080
31046SCHRR10986,110007356066,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,6400
96727HMKNR45300,110008062265,BENZENE,YES,YES,0,0,174
78012SNMGL6200F,110000464426,MERCURY  and MERCURY COMPOUNDS,YES,NO,0,0,101
03801NWNGT165GO,110045448262,MANGANESE  and MANGANESE COMPOUNDS,YES,NO,0,0.15,1.65
14760NDCKL140MO,110001596381,AMMONIA,NO,NO,5,0,1670
9678WHWNLCFTEAV,110070551029,AMMONIA,NO,NO,0,0,111
11704PNLWN38PAT,110023138451,AMMONIA,NO,NO,5,0,5190
35130LBMPW4250P,110043792651,MERCURY COMPOUNDS,YES,NO,0,0.9,343
58576GRTRV28753,110000494563,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",YES,NO,0,0,70000
48054DTRTD4505K,110017414038,HYDROGEN FLUORIDE,YES,NO,0,0,4500
17976STNCHHWY54,110006812716,NICKEL  and NICKEL COMPOUNDS,YES,YES,2,0,24307
17370BRNNRWAGOR,110000601778,VANADIUM COMPOUNDS,NO,NO,0,0,2129
71052CLCCR963PO,110000450155,LEAD COMPOUNDS,YES,NO,0.1,21.3,3676.9
77481WPRSHYUJON,110000608254,ARSENIC COMPOUNDS,YES,NO,0,13,9481
96782WGNRT475KA,110000486420,NAPHTHALENE,YES,YES,0,0,32
37763STVKNSWANP,110000372631,LEAD COMPOUNDS,YES,NO,3.3,10,10193.3
00656DCRBNBOMAG,110009309596,NAPHTHALENE,YES,YES,0,0,36
54632DRYLNS4651,110000422597,MERCURY COMPOUNDS,YES,NO,0,0,2.991
47928PSCYG3300N,110000404349,NICKEL COMPOUNDS,YES,YES,0,0,91890
